speaker,sentence,answer_to_give,answer_0,answer_1,answer_2
Vice President Joe Biden,"Peaceful protest is, violence is never appropriate.",0,Not given,Not given,Not given
Chris Wallace,"All right, Mr.-",0,Not given,Not given,Not given
President Donald J. Trump,What is peaceful protest?,0,Not given,Not given,Not given
President Donald J. Trump,When they run through the middle of the town-,0,Not given,Not given,Not given
Chris Wallace,President Trump-,0,Not given,Not given,Not given
President Donald J. Trump,… and burn down your stores and kill people all over the place- [crosstalk 00:32:14].,0,Not given,Not given,Not given
Vice President Joe Biden,That is not peaceful protest.,0,Not given,Not given,Not given
President Donald J. Trump,"No it’s not, but you say it is.",0,Not given,Not given,Not given
Chris Wallace,"President Trump, I’d like to continue with the issue of race.",0,Not given,Not given,Not given
Chris Wallace,I promise we’re going to get to the issue of law and order in a moment.,0,Not given,Not given,Not given
President Donald J. Trump,Fine.,0,Not given,Not given,Not given
Chris Wallace,"This month, your administration directed federal agencies to end racial sensitivity training that addresses white privilege or critical race theory.",0,Not given,Not given,Not given
Chris Wallace,"Why did you decide to do that, to end racial sensitivity training?",0,Not given,Not given,Not given
Chris Wallace,"And do you believe that there is systemic racism in this country, sir?",0,Not given,Not given,Not given
President Donald J. Trump,I ended it because it’s racist.,0,Not given,Not given,Not given
President Donald J. Trump,I ended it because a lot of people were complaining that they were asked to do things that were absolutely insane.,0,Not given,Not given,Not given
President Donald J. Trump,"That it a radical revolution that was taking place in our military, in our schools, all over the place.",0,Not given,Not given,Not given
President Donald J. Trump,"And you know it, and so does everybody else.",0,Not given,Not given,Not given
President Donald J. Trump,And he would know it- [crosstalk 00:33:02],0,Not given,Not given,Not given
Chris Wallace,What is radical about racial sensitivity training?,0,Not given,Not given,Not given
President Donald J. Trump,"If you were a certain person, you had no status in life.",0,Not given,Not given,Not given
President Donald J. Trump,It was sort of a reversal.,0,Not given,Not given,Not given
President Donald J. Trump,"And if you look at the people, we were paying people hundreds of thousands of dollars to teach very bad ideas and frankly, very sick ideas.",0,Not given,Not given,Not given
President Donald J. Trump,"And really, they were teaching people to hate our country And I’m not going to do that.",0,Not given,Not given,Not given
President Donald J. Trump,I’m not going to allow that to happen.,0,Not given,Not given,Not given
President Donald J. Trump,We have to go back to the core values of this country.,0,Not given,Not given,Not given
President Donald J. Trump,They were teaching people that our country is a horrible place.,0,Not given,Not given,Not given
President Donald J. Trump,It’s a racist place.,0,Not given,Not given,Not given
President Donald J. Trump,And they were teaching people to hate our country.,0,Not given,Not given,Not given
President Donald J. Trump,And I’m not going to allow that to happen.,0,Not given,Not given,Not given
Chris Wallace,Vice President Biden.,0,Not given,Not given,Not given
Vice President Joe Biden,Nobody’s doing that.,0,Not given,Not given,Not given
Vice President Joe Biden,He’s the racist.,0,Not given,Not given,Not given
President Donald J. Trump,You just don’t know.,0,Not given,Not given,Not given
Vice President Joe Biden,Here’s the deal.,0,Not given,Not given,Not given
Vice President Joe Biden,I know a lot more about this- [crosstalk 00:15:43].,0,Not given,Not given,Not given
Chris Wallace,Let him finish.,0,Not given,Not given,Not given
Vice President Joe Biden,The fact is that there is racial insensitivity.,0,Not given,Not given,Not given
Vice President Joe Biden,"People have to be made aware of what other people feel like, what insults them, what is demeaning to them.",0,Not given,Not given,Not given
Vice President Joe Biden,It’s important people know.,0,Not given,Not given,Not given
Vice President Joe Biden,"Many people don’t want to hurt other people’s feelings, but it makes a big difference.",0,Not given,Not given,Not given
Vice President Joe Biden,It makes a gigantic difference in the way a child is able to grow up and have a sense of self-esteem.,0,Not given,Not given,Not given
Vice President Joe Biden,It’s a little bit like how this guy and his friends look down on so many people.,0,Not given,Not given,Not given
Vice President Joe Biden,"They look down their nose on people like Irish Catholics, like me, who grow up in Scranton.",0,Not given,Not given,Not given
Vice President Joe Biden,They look down on people who don’t have money.,0,Not given,Not given,Not given
Vice President Joe Biden,They look down on people who are of a different faith.,0,Not given,Not given,Not given
Vice President Joe Biden,They looked down on people who are a different color.,0,Not given,Not given,Not given
Vice President Joe Biden,"In fact, we’re all Americans.",0,Not given,Not given,Not given
Vice President Joe Biden,The only way we’re going to bring this country together is bring everybody together.,0,Not given,Not given,Not given
Vice President Joe Biden,"There’s nothing we cannot do, if we do it together.",0,Not given,Not given,Not given
Vice President Joe Biden,We can take this on and we can defeat racism in American.,0,Not given,Not given,Not given
Chris Wallace,"Vice President… I mean, President Trump, sir.",0,Not given,Not given,Not given
President Donald J. Trump,"During the Obama-Biden administration, there was tremendous division.",0,Not given,Not given,Not given
President Donald J. Trump,There was hatred.,0,Not given,Not given,Not given
President Donald J. Trump,"You look at Ferguson, you look at, or you go to very… Many places, look at Oakland.",0,Not given,Not given,Not given
President Donald J. Trump,Look what happened in Oakland.,0,Not given,Not given,Not given
President Donald J. Trump,Look what happened in Baltimore.,0,Not given,Not given,Not given
President Donald J. Trump,"Look what happened… Frankly, it was more violent than what I’m even seeing now.",0,Not given,Not given,Not given
Vice President Joe Biden,Oh my Lord.,0,Not given,Not given,Not given
President Donald J. Trump,But the reason-,0,Not given,Not given,Not given
Vice President Joe Biden,This is ridiculous.,0,Not given,Not given,Not given
President Donald J. Trump,… is that the Democrats that run these cities-,0,Not given,Not given,Not given
Vice President Joe Biden,Absolutely ridiculous.,0,Not given,Not given,Not given
President Donald J. Trump,"… don’t want to talk, like you, about law and order.",0,Not given,Not given,Not given
Vice President Joe Biden,Violent crime-,0,Not given,Not given,Not given
President Donald J. Trump,And you still haven’t mentioned.,0,Not given,Not given,Not given
President Donald J. Trump,Are you in favor of law and order?,0,Not given,Not given,Not given
Vice President Joe Biden,I’m in favor of law.,0,Not given,Not given,Not given
Vice President Joe Biden,You- [crosstalk 00:35:15].,0,Not given,Not given,Not given
President Donald J. Trump,Are you in favor of law and order?,0,Not given,Not given,Not given
President Donald J. Trump,[crosstalk 00:35:17],0,Not given,Not given,Not given
Chris Wallace,"You asked a question, let him finish.",0,Not given,Not given,Not given
Chris Wallace,[crosstalk 00:35:18] Let him answer.,0,Not given,Not given,Not given
Vice President Joe Biden,"Law and order with justice, where people get treated fairly.",0,Not given,Not given,Not given
President Donald J. Trump,Okay.,0,Not given,Not given,Not given
Vice President Joe Biden,"And the fact of the matter is, violent crime went down 17%, 15% in our administration.",0,Not given,Not given,Not given
Vice President Joe Biden,It’s gone up on his watch.,0,Not given,Not given,Not given
President Donald J. Trump,It went down much more in ours.,0,Not given,Not given,Not given
Chris Wallace,"All right, we’re done- [crosstalk 00:35:35] Mr. President, you’re going to be very happy because we’re now going to talk about law and order.",0,Not given,Not given,Not given
President Donald J. Trump,The places we had trouble were democratic run cities-,0,Not given,Not given,Not given
Chris Wallace,That’s exactly my question.,0,Not given,Not given,Not given
Chris Wallace,"There has been a dramatic increase in homicides in America this summer particularly, and you often blame that on democratic mayors and democratic governors.",0,Not given,Not given,Not given
Chris Wallace,"But in fact, there have been equivalent spikes in Republican led cities, like Tulsa and Fort Worth.",0,Not given,Not given,Not given
Chris Wallace,"So the question is, is this really a…",0,Not given,Not given,Not given
Chris Wallace,It’s like Tulsa and Fort worth.,0,Not given,Not given,Not given
Chris Wallace,"So the question is, is this really a party issue?",0,Not given,Not given,Not given
President Donald J. Trump,"I think as a party issue, you can bring in a couple of examples but if you look at Chicago, what’s going on in Chicago where a 53 people were shot and eight died shot, if you look at New York where it’s going up, like nobody’s ever seen anything.",0,Not given,Not given,Not given
President Donald J. Trump,"The numbers are going up a 100%, 150%, 200% crime, it is crazy what’s going on and he doesn’t want to say law and order because he can’t because he’ll lose his radical left supporters and once he does that, it’s over with.",0,Not given,Not given,Not given
President Donald J. Trump,"But if he ever got to run this country and they ran it the way he would want to run it, we would have by the way our suburbs would be gone.",0,Not given,Not given,Not given
President Donald J. Trump,And you would see problems like you’ve never seen before.,0,Not given,Not given,Not given
Vice President Joe Biden,He wouldn’t know a suburb unless you took a wrong turn.,0,Not given,Not given,Not given
President Donald J. Trump,"Oh, I know suburbs so much that you.",0,Not given,Not given,Not given
Chris Wallace,Gentlemen wait a minute.,0,Not given,Not given,Not given
Vice President Joe Biden,I was raised in the suburbs.,0,Not given,Not given,Not given
Vice President Joe Biden,This is not 1950.,0,Not given,Not given,Not given
Vice President Joe Biden,All these dog whistles and racism don’t work anymore.,0,Not given,Not given,Not given
Vice President Joe Biden,Suburbs are by and large integrated.,0,Not given,Not given,Not given
Vice President Joe Biden,"There’s many people today driving their kids to soccer practice and/or black and white and Hispanic in the same car as there have been any time in the past, what really is a threat to the suburbs and their safety is his failure to deal with COVID.",0,Not given,Not given,Not given
Vice President Joe Biden,They’re dying in the suburbs.,0,Not given,Not given,Not given
Vice President Joe Biden,"His failure to deal with the environment, they’re being flooded, they’re being burned out because his refusal to do anything.",0,Not given,Not given,Not given
Vice President Joe Biden,That’s why the suburbs are in trouble.,0,Not given,Not given,Not given
Chris Wallace,I do want to talk about this issue of law and order though.,0,Not given,Not given,Not given
Chris Wallace,"And in the joint recommendation that came from the Biden-Bernie Sanders task force, you talked about quote re-imagining policing.",0,Not given,Not given,Not given
Chris Wallace,"First of all, what does re-imagining policing mean and do you support?",0,Not given,Not given,Not given
Chris Wallace,"If I might finish the question, what does re-imagining policing mean and do you support the Black Lives Matter call for community control of policing?",0,Not given,Not given,Not given
Vice President Joe Biden,"Look, what I support are the police having the opportunity to deal with the problems they face and I’m totally opposed to defunding the police offices.",0,Not given,Not given,Not given
Vice President Joe Biden,"As a matter of fact police, local police, the only one defunding in his budget calls for a $400 million cut in local law enforcement assistance.",0,Not given,Not given,Not given
Vice President Joe Biden,They need more assistance.,0,Not given,Not given,Not given
Vice President Joe Biden,They need when they show up for a 9-11 call to have someone with them as a psychologist or psychiatrist to keep them from having to use force and be able to talk people down.,0,Not given,Not given,Not given
Vice President Joe Biden,We have to have community policing like we had before where the officers get to know the people in the communities.,0,Not given,Not given,Not given
Vice President Joe Biden,"That’s when crime went down, it didn’t go up.",0,Not given,Not given,Not given
Vice President Joe Biden,It went down.,0,Not given,Not given,Not given
Vice President Joe Biden,And so we have to be…,0,Not given,Not given,Not given
President Donald J. Trump,That’s not what they are talking about this.,0,Not given,Not given,Not given
President Donald J. Trump,That’s not what it is about.,0,Not given,Not given,Not given
President Donald J. Trump,He’s talking about defunding the police.,0,Not given,Not given,Not given
Vice President Joe Biden,That is not true.,0,Not given,Not given,Not given
President Donald J. Trump,He doesn’t have any law support.,0,Not given,Not given,Not given
President Donald J. Trump,He has no law enforcement.,0,Not given,Not given,Not given
Vice President Joe Biden,That’s not true.,0,Not given,Not given,Not given
President Donald J. Trump,He has almost nothing.,0,Not given,Not given,Not given
President Donald J. Trump,"Oh, really, who do you have name one group that supports you name one group that came out and supported you.",0,Not given,Not given,Not given
President Donald J. Trump,Go ahead.,0,Not given,Not given,Not given
President Donald J. Trump,Think we have time.,0,Not given,Not given,Not given
Vice President Joe Biden,We don’t have time to do anything.,0,Not given,Not given,Not given
President Donald J. Trump,"No, no think right now.",0,Not given,Not given,Not given
President Donald J. Trump,Name one law enforcement group that came out in support of you.,0,Not given,Not given,Not given
Chris Wallace,"Now, gentleman.",0,Not given,Not given,Not given
Chris Wallace,I think I’m going to tell I’m going to take back the bottom line.,0,Not given,Not given,Not given
President Donald J. Trump,There aren’t any.,0,Not given,Not given,Not given
Chris Wallace,"And I want to get to another subject, which is the issue of protests in many cities that have turned violent in Portland, Oregon, especially we had more than a 100 straight days of protests, which I think you would agree, you talk about peaceful protests.",0,Not given,Not given,Not given
Chris Wallace,Many of those turned into riots.,0,Not given,Not given,Not given
Chris Wallace,Mr.,0,Not given,Not given,Not given
Chris Wallace,Vice-president you say that people who commit crimes should be held accountable.,0,Not given,Not given,Not given
Chris Wallace,"The question I have though is as the democratic nominee, and earlier tonight, you said that you are the Democratic Party right now, have you ever called the Democratic Mayor of Portland or the Democratic Governor of Oregon and said, “Hey, you got to stop this, bring in the National Guard, do whatever it takes, but you’d stop the days and months of violence in Portland.”",0,Not given,Not given,Not given
Vice President Joe Biden,I don’t hold public office.,0,Not given,Not given,Not given
Vice President Joe Biden,Now I am a former vice president.,0,Not given,Not given,Not given
Vice President Joe Biden,I’ve made it clear.,0,Not given,Not given,Not given
Vice President Joe Biden,I’ve made it clear in my public statements that the violence should be prosecuted.,0,Not given,Not given,Not given
Vice President Joe Biden,It should be prosecuted and anyone who committed it should be prosecuted.,0,Not given,Not given,Not given
Chris Wallace,But you’ve never called for the people…,0,Not given,Not given,Not given
President Donald J. Trump,He’s never done that.,0,Not given,Not given,Not given
Chris Wallace,"Excuse me, sir.",0,Not given,Not given,Not given
Chris Wallace,You had never called for the leaders in Portland and in Oregon to call and bring in the National Guard and knock off a 100 days of riots.,0,Not given,Not given,Not given
Vice President Joe Biden,They can in fact take care of it if he just stay out of the way.,0,Not given,Not given,Not given
President Donald J. Trump,Oh really?,0,Not given,Not given,Not given
President Donald J. Trump,I sent in the US Marshalls to get the killer of a young man in the middle of the street and they shot him for three days Portland didn’t do anything.,0,Not given,Not given,Not given
President Donald J. Trump,I sent in the US Marshals they took care of business.,0,Not given,Not given,Not given
Chris Wallace,Go ahead sir.,0,Not given,Not given,Not given
Vice President Joe Biden,"And by the way his own former spokesperson said, “Riots and chaos and violence help he cause.” That’s what this is all about.",0,Not given,Not given,Not given
President Donald J. Trump,I don’t know who said that.,0,Not given,Not given,Not given
Vice President Joe Biden,I do.,0,Not given,Not given,Not given
President Donald J. Trump,Who?,0,Not given,Not given,Not given
Vice President Joe Biden,I think Kellyanne Conway.,0,Not given,Not given,Not given
President Donald J. Trump,I don’t think she said that.,0,Not given,Not given,Not given
Vice President Joe Biden,She said that.,0,Not given,Not given,Not given
President Donald J. Trump,I don’t think so.,0,Not given,Not given,Not given
Vice President Joe Biden,"Here’s the point, the point is that that’s why he keeps trying to rile everything up.",0,Not given,Not given,Not given
Vice President Joe Biden,"He doesn’t want to calm things down instead of going in and talking to people and saying, “Let’s get everybody together.",0,Not given,Not given,Not given
Vice President Joe Biden,Figure out how to deal with this.” What’s he do?,0,Not given,Not given,Not given
Vice President Joe Biden,He just pours gasoline in the fire constantly and every single solitary time.,0,Not given,Not given,Not given
Chris Wallace,Okay.,0,Not given,Not given,Not given
Chris Wallace,"And to end this, button up this segment I’m going to give you a minute to answer, sir.",0,Not given,Not given,Not given
Chris Wallace,You have repeatedly criticized…,0,Not given,Not given,Not given
President Donald J. Trump,Does it mean I have to answer his stuff.,0,Not given,Not given,Not given
Chris Wallace,You have repeatedly…,1,Claim,Not given,Not given
President Donald J. Trump,"Wait a second, you have made a statement.",0,Not given,Not given,Not given
Chris Wallace,You’ve been talking back and forth.,0,Not given,Not given,Not given
Chris Wallace,I’m asking you.,0,Not given,Not given,Not given
President Donald J. Trump,I would love to end it.,0,Not given,Not given,Not given
Chris Wallace,You know sir if you want to switch seats we could very quickly can do that.,0,Not given,Not given,Not given
President Donald J. Trump,"I’ll send in the National Guard, it would be over.",0,Not given,Not given,Not given
President Donald J. Trump,That’d be no problem.,0,Not given,Not given,Not given
President Donald J. Trump,But I don’t want to accept the National Guard.,0,Not given,Not given,Not given
Chris Wallace,You have repeatedly criticized the vice president for not specifically calling out Antifa and other left wing extremist groups.,0,Not given,Not given,Not given
Chris Wallace,But are you willing tonight to condemn white supremacists and militia group and to say that they need to stand down and not add to the violence in a number of these cities as we saw in Kenosha and as we’ve seen in Portland.,0,Not given,Not given,Not given
President Donald J. Trump,"Sure, I’m will to do that.",0,Not given,Not given,Not given
Chris Wallace,Are you prepared specifically to do it.,0,Not given,Not given,Not given
President Donald J. Trump,I would say almost everything I see is from the left wing not from the right wing.,0,Not given,Not given,Not given
Chris Wallace,But what are you saying?,0,Not given,Not given,Not given
President Donald J. Trump,I’m willing to do anything.,0,Not given,Not given,Not given
President Donald J. Trump,I want to see peace.,0,Not given,Not given,Not given
Chris Wallace,"Well, do it, sir.",0,Not given,Not given,Not given
Vice President Joe Biden,"Say it, do it say it.",0,Not given,Not given,Not given
President Donald J. Trump,What do you want to call them?,0,Not given,Not given,Not given
President Donald J. Trump,"Give me a name, give me a name, go ahead who do you want me to condemn.",0,Not given,Not given,Not given
Chris Wallace,White supremacist and right-wing militia.,0,Not given,Not given,Not given
Vice President Joe Biden,Proud Boys.,0,Not given,Not given,Not given
President Donald J. Trump,"Proud Boys, stand back and stand by.",0,Not given,Not given,Not given
President Donald J. Trump,But I’ll tell you what somebody’s got to do something about Antifa and the left because this is not a right wing problem this is a left wing…,0,Not given,Not given,Not given
Vice President Joe Biden,"His own FBI Director said unlike white supremacist, Antifa is an idea not an organization-",0,Not given,Not given,Not given
President Donald J. Trump,Oh you got to be kidding me.,0,Not given,Not given,Not given
Vice President Joe Biden,… not a militia.,0,Not given,Not given,Not given
Vice President Joe Biden,That’s what his FBI Director said.,0,Not given,Not given,Not given
President Donald J. Trump,"Well, then you know what, he’s wrong.",0,Not given,Not given,Not given
Chris Wallace,"We’re done, sir.",0,Not given,Not given,Not given
Chris Wallace,Moving onto the next… [crosstalk 00:42:46],0,Not given,Not given,Not given
President Donald J. Trump,Antifa is bad.,0,Not given,Not given,Not given
Vice President Joe Biden,"Every body in your administration tells you the truth, it’s a bad idea.",0,Not given,Not given,Not given
Vice President Joe Biden,You have no idea about anything.,0,Not given,Not given,Not given
President Donald J. Trump,"You know what, Antifa is a dangerous radical group.",0,Not given,Not given,Not given
Chris Wallace,"All right, gentlemen we’re now moving onto the Trump-Biden record.",0,Not given,Not given,Not given
President Donald J. Trump,"And you ought to be careful of them, they’ll over throw you.",0,Not given,Not given,Not given
Chris Wallace,I’m going to ask a question.,0,Not given,Not given,Not given
Chris Wallace,"When the president seeks a second term, it is generally a referendum on his record but vice president Biden, you’d like to quote one of your dad’s sayings, which is don’t compare me to the almighty, compare me to the alternative.",0,Not given,Not given,Not given
Chris Wallace,And in this case sir you are the alternative.,0,Not given,Not given,Not given
Chris Wallace,"Looking at both of your records, I’m going to ask each of you.",0,Not given,Not given,Not given
Chris Wallace,"Why should voters elect you president over your opponent in this segment, President Trump you’ll go first, two minutes.",0,Not given,Not given,Not given
President Donald J. Trump,Because there is never been an administration or president who has done more than I’ve done in a period of three and a half years.,0,Not given,Not given,Not given
President Donald J. Trump,"And that’s despite the impeachment hoax and you so what happened today with Hillary Clinton, where it was a whole big con job.",0,Not given,Not given,Not given
President Donald J. Trump,"But despite going through all of these things where I had a fight, both flanks and behind me and above there has never been an administration that’s done what I’ve done.",0,Not given,Not given,Not given
President Donald J. Trump,"The greatest, before COVID came in the greatest economy in history, lowest unemployment numbers, everything was good.",0,Not given,Not given,Not given
President Donald J. Trump,Everything was going.,0,Not given,Not given,Not given
President Donald J. Trump,"And by the way, there was unity going to happen.",0,Not given,Not given,Not given
President Donald J. Trump,"People were calling me for the first time in years, they were calling and they were saying it’s time maybe and then what happened?",0,Not given,Not given,Not given
President Donald J. Trump,We got hit.,0,Not given,Not given,Not given
President Donald J. Trump,But now we’re building it back up again.,0,Not given,Not given,Not given
President Donald J. Trump,"A rebuilding of the military, including Space Force and all of the other things.",0,Not given,Not given,Not given
President Donald J. Trump,"A fixing of the VA which was a mess under him, 308,000 people died because they didn’t have proper health care.",0,Not given,Not given,Not given
President Donald J. Trump,It was a mess.,0,Not given,Not given,Not given
President Donald J. Trump,"And we now got a 91% approval rating at the VA, our vets.",0,Not given,Not given,Not given
President Donald J. Trump,We take care of our vets.,0,Not given,Not given,Not given
President Donald J. Trump,But we’ve rebuilt our military.,0,Not given,Not given,Not given
President Donald J. Trump,"And I’ll tell you something, some people say maybe the most important by the end of the first term I’ll have approximately 300 Federal judges and Court of Appeals judges, 300 and hopefully three great Supreme Court judges, justices that is a record the likes of which very few people and one of the reasons I’ll have so many judges because President Obama and him left me 128 judges to fill.",0,Not given,Not given,Not given
President Donald J. Trump,"When you leave office, you don’t leave any judges.",0,Not given,Not given,Not given
President Donald J. Trump,"That’s like, you just don’t do that.",0,Not given,Not given,Not given
President Donald J. Trump,"They left 128 openings and if I were a member of his party, because they have a little different philosophy, I’d say, if you left us 128 openings you can’t be a good president.",0,Not given,Not given,Not given
President Donald J. Trump,"You can’t be a good vice president but I want to thank you because it gives us almost, it’ll probably be above that number.",0,Not given,Not given,Not given
President Donald J. Trump,"By the end of this term, 300 judges.",0,Not given,Not given,Not given
President Donald J. Trump,It’s a record.,0,Not given,Not given,Not given
Chris Wallace,Looking at both of your records.,0,Not given,Not given,Not given
Chris Wallace,"Why should voters elect you President as opposed to president Trump, you have two minutes uninterrupted.",0,Not given,Not given,Not given
Vice President Joe Biden,"Under this president, we become weaker, sicker, poor, more divided and more violent.",0,Not given,Not given,Not given
Vice President Joe Biden,"When I was vice president, we inherited a recession.",0,Not given,Not given,Not given
Vice President Joe Biden,I was asked to fix it.,1,Not Claim,Not given,Not given
Vice President Joe Biden,I did.,0,Not given,Not given,Not given
Vice President Joe Biden,We left him a booming economy and he caused the recession.,0,Not given,Not given,Not given
Vice President Joe Biden,"With regard to being weaker, the fact is that I’ve gone head to head with Putin and made it clear to him we’re not going to take any of his stuff.",0,Not given,Not given,Not given
Vice President Joe Biden,He’s Putin’s puppy.,0,Not given,Not given,Not given
Vice President Joe Biden,He still refuses to even say anything to Putin about the bounty on the heads of American soldiers.,0,Not given,Not given,Not given
President Donald J. Trump,You son got three and a half million dollars.,0,Not given,Not given,Not given
Vice President Joe Biden,"By the way, my son…",0,Not given,Not given,Not given
Chris Wallace,Wait a minute.,0,Not given,Not given,Not given
Chris Wallace,"Mr. President, your campaign agreed to both sides would get two minute answers, uninterrupted.",0,Not given,Not given,Not given
Chris Wallace,"Well, you’re a side agreed to it and why don’t you observe what your campaign agreed to as a ground rule.",0,Not given,Not given,Not given
Chris Wallace,"Okay, sir?",0,Not given,Not given,Not given
Vice President Joe Biden,He never keeps his word.,0,Not given,Not given,Not given
Chris Wallace,"No, that was a rhetorical question.",0,Not given,Not given,Not given
Vice President Joe Biden,Can you get back 30 seconds?,0,Not given,Not given,Not given
Chris Wallace,Yes.,0,Not given,Not given,Not given
Chris Wallace,"You may have, go ahead.",0,Not given,Not given,Not given
Vice President Joe Biden,"So thirdly, we’re poor.",0,Not given,Not given,Not given
Vice President Joe Biden,The billionaires have gotten much more wealthy by a tune of over $3- $400 billion more just since COVID.,0,Not given,Not given,Not given
Vice President Joe Biden,"You in the home, you got less you’re in more trouble than you were before.",0,Not given,Not given,Not given
Vice President Joe Biden,In terms of being more violent.,0,Not given,Not given,Not given
Vice President Joe Biden,When we were in office there were 15% less violence in America than there is today.,0,Not given,Not given,Not given
Vice President Joe Biden,He’s President United States.,0,Not given,Not given,Not given
Vice President Joe Biden,It’s on his watch.,0,Not given,Not given,Not given
Vice President Joe Biden,"And with regard to more divided the nation, it can’t stay divided.",0,Not given,Not given,Not given
Vice President Joe Biden,We can’t be this way.,0,Not given,Not given,Not given
Vice President Joe Biden,"And speaking of my son, the way you talk about the military, the way you talk about them being losers and being and just being suckers.",0,Not given,Not given,Not given
Vice President Joe Biden,My son was in Iraq.,0,Not given,Not given,Not given
Vice President Joe Biden,He spent a year there.,0,Not given,Not given,Not given
Vice President Joe Biden,He got the Brown Star.,0,Not given,Not given,Not given
Vice President Joe Biden,He got the Conspicuous Service Medal.,0,Not given,Not given,Not given
Vice President Joe Biden,He was not a loser.,0,Not given,Not given,Not given
Vice President Joe Biden,He was a Patriot and the people left behind there were heroes.,0,Not given,Not given,Not given
President Donald J. Trump,Really?,0,Not given,Not given,Not given
Vice President Joe Biden,And I resent-,1,Not Claim,Not given,Not given
President Donald J. Trump,"Are you talking Hunter, are you talking about Hunter.",0,Not given,Not given,Not given
Vice President Joe Biden,"I’m talking about my son, Beau Biden, you’re talking about Hunter?",0,Not given,Not given,Not given
President Donald J. Trump,I don’t know Beau.,0,Not given,Not given,Not given
President Donald J. Trump,I know Hunter.,0,Not given,Not given,Not given
President Donald J. Trump,Hunter got thrown out of the military.,0,Not given,Not given,Not given
President Donald J. Trump,He was thrown out dishonorably discharged.,0,Not given,Not given,Not given
Vice President Joe Biden,That’s not true he was not dishonorably discharged.,0,Not given,Not given,Not given
President Donald J. Trump,For cocaine use.,0,Not given,Not given,Not given
President Donald J. Trump,And he didn’t have a job until you became vice president.,0,Not given,Not given,Not given
Vice President Joe Biden,None of that is true.,0,Not given,Not given,Not given
President Donald J. Trump,"Once you became vice president he made a fortune in Ukraine, in China, in Moscow and various other places.",0,Not given,Not given,Not given
Vice President Joe Biden,That is not true.,0,Not given,Not given,Not given
President Donald J. Trump,He made a fortune and he didn’t have a job.,0,Not given,Not given,Not given
Vice President Joe Biden,My son like a lot of people at home had a drug problem.,0,Not given,Not given,Not given
Vice President Joe Biden,He’s overtaking it.,0,Not given,Not given,Not given
Vice President Joe Biden,He’s fixed it.,0,Not given,Not given,Not given
Vice President Joe Biden,He’s worked on it.,0,Not given,Not given,Not given
Vice President Joe Biden,"And I’m proud of him, I’m proud of my son.",0,Not given,Not given,Not given
President Donald J. Trump,But why was he given tens of millions of dollars?,0,Not given,Not given,Not given
Vice President Joe Biden,He wasn’t given tens of millions of dollars.,0,Not given,Not given,Not given
Vice President Joe Biden,[crosstalk 00:48:23] It was all discredited.,0,Not given,Not given,Not given
Chris Wallace,We’ve already been through this.,0,Not given,Not given,Not given
Chris Wallace,I think the American people would rather hear about more substantial subjects.,0,Not given,Not given,Not given
Chris Wallace,"Well, as the moderator, sir, I’m going to make a judgment call here.",0,Not given,Not given,Not given
President Donald J. Trump,I know but when somebody gets three and a half million dollars from the Mayor of Moscow.,0,Not given,Not given,Not given
Vice President Joe Biden,That is not true.,0,Not given,Not given,Not given
Vice President Joe Biden,That report is totally discredited.,0,Not given,Not given,Not given
President Donald J. Trump,Why did he get it?,0,Not given,Not given,Not given
Vice President Joe Biden,Mitt Romney on that committee said it wasn’t worth taxpayer’s money.,0,Not given,Not given,Not given
Vice President Joe Biden,That report was written for political reason.,0,Not given,Not given,Not given
Chris Wallace,I’d like to talk about climate change.,0,Not given,Not given,Not given
Vice President Joe Biden,So would I.,0,Not given,Not given,Not given
Chris Wallace,Okay.,0,Not given,Not given,Not given
Chris Wallace,The forest fires in the West are raging now.,0,Not given,Not given,Not given
Chris Wallace,They have burned millions of acres.,0,Not given,Not given,Not given
Chris Wallace,They have displaced hundreds of thousands of people.,0,Not given,Not given,Not given
Chris Wallace,When state officials there blamed the fires on climate change.,0,Not given,Not given,Not given
Chris Wallace,"Mr. President, you said, I don’t think the science knows.",0,Not given,Not given,Not given
Chris Wallace,"Over your four years, you have pulled the US out of the Paris Climate Accord.",0,Not given,Not given,Not given
Chris Wallace,"You have rolled back a number of Obama Environmental records, what do you believe about the science of climate change and what will you do in the next four years to confront it?",0,Not given,Not given,Not given
President Donald J. Trump,I want crystal clean water and air.,0,Not given,Not given,Not given
President Donald J. Trump,I want beautiful clean air.,0,Not given,Not given,Not given
President Donald J. Trump,"We have now the lowest carbon… If you look at our numbers right now, we are doing phenomenally.",0,Not given,Not given,Not given
President Donald J. Trump,But I haven’t destroyed our businesses.,0,Not given,Not given,Not given
President Donald J. Trump,Our businesses aren’t put out of commission.,0,Not given,Not given,Not given
President Donald J. Trump,"If you look at the Paris Accord, it was a disaster from our standpoint.",0,Not given,Not given,Not given
President Donald J. Trump,And people are actually very happy about what’s going on because our businesses are doing well.,0,Not given,Not given,Not given
President Donald J. Trump,"As far as the fires are concerned, you need forest management.",0,Not given,Not given,Not given
President Donald J. Trump,"In addition to everything else, the forest floors are loaded up with trees, dead trees that are years old and they’re like tinder and leaves and everything else.",0,Not given,Not given,Not given
President Donald J. Trump,You drop a cigarette in there the whole forest burns down.,0,Not given,Not given,Not given
President Donald J. Trump,You’ve got to have forest management.,0,Not given,Not given,Not given
Chris Wallace,"What do you believe about the science of climate change, sir?",0,Not given,Not given,Not given
